date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:16:53	45178/45178	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:16:51%20GMT	https://lengaswear.com/en/cart	E:/My%20website/Juanfer/lengaswear.com/en/cart.html	(from https://lengaswear.com/en/)
18:16:53	2242/2242	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2013:26:00%20GMT	https://lengaswear.com/en/imgs/divisor.png	E:/My%20website/Juanfer/lengaswear.com/en/imgs/divisor.png	(from https://lengaswear.com/en/)
18:16:53	1045/1045	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2015%20Oct%202019%2001:42:32%20GMT	https://lengaswear.com/en/watches/imgs/down-arrow.svg	E:/My%20website/Juanfer/lengaswear.com/en/watches/imgs/down-arrow.svg	(from https://lengaswear.com/en/)
18:16:54	3238/3238	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Nov%202019%2000:38:04%20GMT	https://lengaswear.com/en/imgs/gift.svg	E:/My%20website/Juanfer/lengaswear.com/en/imgs/gift.svg	(from https://lengaswear.com/en/)
18:16:54	32655/32655	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:16:52%20GMT	https://lengaswear.com/en/watches/quemanta	E:/My%20website/Juanfer/lengaswear.com/en/watches/quemanta.html	(from https://lengaswear.com/en/)
18:16:54	33072/33072	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:16:53%20GMT	https://lengaswear.com/en/watches/tesh	E:/My%20website/Juanfer/lengaswear.com/en/watches/tesh.html	(from https://lengaswear.com/en/)
18:16:55	32919/32919	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:16:53%20GMT	https://lengaswear.com/en/watches/jauke	E:/My%20website/Juanfer/lengaswear.com/en/watches/jauke.html	(from https://lengaswear.com/en/)
18:16:55	34853/34853	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:16:54%20GMT	https://lengaswear.com/en/watches/mahai	E:/My%20website/Juanfer/lengaswear.com/en/watches/mahai.html	(from https://lengaswear.com/en/)
18:16:56	156819/156819	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2013:27:00%20GMT	https://lengaswear.com/en/imgs/step1.jpg	E:/My%20website/Juanfer/lengaswear.com/en/imgs/step1.jpg	(from https://lengaswear.com/en/)
18:16:56	139258/139258	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2013:27:02%20GMT	https://lengaswear.com/en/imgs/step2.jpg	E:/My%20website/Juanfer/lengaswear.com/en/imgs/step2.jpg	(from https://lengaswear.com/en/)
18:16:56	88700/88700	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2013:27:02%20GMT	https://lengaswear.com/en/imgs/step3.jpg	E:/My%20website/Juanfer/lengaswear.com/en/imgs/step3.jpg	(from https://lengaswear.com/en/)
18:16:57	107773/107773	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Oct%202019%2015:43:02%20GMT	https://lengaswear.com/en/imgs/step4.1.jpg	E:/My%20website/Juanfer/lengaswear.com/en/imgs/step4.1.jpg	(from https://lengaswear.com/en/)
18:16:57	118464/118464	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Oct%202019%2015:43:02%20GMT	https://lengaswear.com/en/imgs/step5.1.jpg	E:/My%20website/Juanfer/lengaswear.com/en/imgs/step5.1.jpg	(from https://lengaswear.com/en/)
18:16:57	139017/139017	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Oct%202019%2015:43:04%20GMT	https://lengaswear.com/en/imgs/step6.1.jpg	E:/My%20website/Juanfer/lengaswear.com/en/imgs/step6.1.jpg	(from https://lengaswear.com/en/)
18:16:58	1557/1557	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2027%20Jun%202019%2013:26:00%20GMT	https://lengaswear.com/en/imgs/downArrow.svg	E:/My%20website/Juanfer/lengaswear.com/en/imgs/downArrow.svg	(from https://lengaswear.com/en/)
18:16:58	33938/33938	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2013:26:32%20GMT	https://lengaswear.com/en/imgs/franjaNewsletter.jpg	E:/My%20website/Juanfer/lengaswear.com/en/imgs/franjaNewsletter.jpg	(from https://lengaswear.com/en/)
18:16:59	77605/77605	---M--	200	added ('OK')	image/jpeg	date:Thu,%2027%20Jun%202019%2013:26:14%20GMT	https://lengaswear.com/en/imgs/fondoTestis.jpg	E:/My%20website/Juanfer/lengaswear.com/en/imgs/fondoTestis.jpg	(from https://lengaswear.com/en/)
18:17:00	357/357	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Feb%202020%2000:29:50%20GMT	https://lengaswear.com/es/imgs/favicon.png	E:/My%20website/Juanfer/lengaswear.com/es/imgs/favicon.png	(from https://lengaswear.com/es/)
18:17:01	15116/15116	---M--	200	added ('OK')	text/css	date:Wed,%2005%20Feb%202020%2014:40:30%20GMT	https://lengaswear.com/es/css/home.css	E:/My%20website/Juanfer/lengaswear.com/es/css/home.css	(from https://lengaswear.com/es/)
18:17:01	14716/14716	---M--	200	added ('OK')	text/css	date:Wed,%2005%20Feb%202020%2014:44:53%20GMT	https://lengaswear.com/es/css/homeMobile.css?refrescate=1	E:/My%20website/Juanfer/lengaswear.com/es/css/homeMobile6e12.css	(from https://lengaswear.com/es/)
18:17:01	44481/44481	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:17:00%20GMT	https://lengaswear.com/es/carrito	E:/My%20website/Juanfer/lengaswear.com/es/carrito.html	(from https://lengaswear.com/es/)
18:17:02	2242/2242	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Feb%202020%2000:29:50%20GMT	https://lengaswear.com/es/imgs/divisor.png	E:/My%20website/Juanfer/lengaswear.com/es/imgs/divisor.png	(from https://lengaswear.com/es/)
18:17:02	1045/1045	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2005%20Feb%202020%2000:29:49%20GMT	https://lengaswear.com/es/relojes/imgs/down-arrow.svg	E:/My%20website/Juanfer/lengaswear.com/es/relojes/imgs/down-arrow.svg	(from https://lengaswear.com/es/)
18:17:03	3238/3238	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2005%20Feb%202020%2000:29:50%20GMT	https://lengaswear.com/es/imgs/gift.svg	E:/My%20website/Juanfer/lengaswear.com/es/imgs/gift.svg	(from https://lengaswear.com/es/)
18:17:03	37450/37450	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:17:01%20GMT	https://lengaswear.com/es/relojes/quemanta	E:/My%20website/Juanfer/lengaswear.com/es/relojes/quemanta.html	(from https://lengaswear.com/es/)
18:17:03	42753/42753	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:17:02%20GMT	https://lengaswear.com/es/relojes/tesh	E:/My%20website/Juanfer/lengaswear.com/es/relojes/tesh.html	(from https://lengaswear.com/es/)
18:17:04	37881/37881	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:17:02%20GMT	https://lengaswear.com/es/relojes/jauke	E:/My%20website/Juanfer/lengaswear.com/es/relojes/jauke.html	(from https://lengaswear.com/es/)
18:17:04	43423/43423	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:17:03%20GMT	https://lengaswear.com/es/relojes/mahai	E:/My%20website/Juanfer/lengaswear.com/es/relojes/mahai.html	(from https://lengaswear.com/es/)
18:17:05	156819/156819	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Feb%202020%2000:29:50%20GMT	https://lengaswear.com/es/imgs/step1.jpg	E:/My%20website/Juanfer/lengaswear.com/es/imgs/step1.jpg	(from https://lengaswear.com/es/)
18:17:05	139258/139258	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Feb%202020%2000:29:50%20GMT	https://lengaswear.com/es/imgs/step2.jpg	E:/My%20website/Juanfer/lengaswear.com/es/imgs/step2.jpg	(from https://lengaswear.com/es/)
18:17:05	88700/88700	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Feb%202020%2000:29:50%20GMT	https://lengaswear.com/es/imgs/step3.jpg	E:/My%20website/Juanfer/lengaswear.com/es/imgs/step3.jpg	(from https://lengaswear.com/es/)
18:17:06	107773/107773	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Feb%202020%2000:29:50%20GMT	https://lengaswear.com/es/imgs/step4.1.jpg	E:/My%20website/Juanfer/lengaswear.com/es/imgs/step4.1.jpg	(from https://lengaswear.com/es/)
18:17:06	118464/118464	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Feb%202020%2000:29:50%20GMT	https://lengaswear.com/es/imgs/step5.1.jpg	E:/My%20website/Juanfer/lengaswear.com/es/imgs/step5.1.jpg	(from https://lengaswear.com/es/)
18:17:07	139017/139017	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Feb%202020%2000:29:50%20GMT	https://lengaswear.com/es/imgs/step6.1.jpg	E:/My%20website/Juanfer/lengaswear.com/es/imgs/step6.1.jpg	(from https://lengaswear.com/es/)
18:17:07	1557/1557	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2005%20Feb%202020%2000:29:50%20GMT	https://lengaswear.com/es/imgs/downArrow.svg	E:/My%20website/Juanfer/lengaswear.com/es/imgs/downArrow.svg	(from https://lengaswear.com/es/)
18:17:08	33938/33938	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Feb%202020%2000:29:50%20GMT	https://lengaswear.com/es/imgs/franjaNewsletter.jpg	E:/My%20website/Juanfer/lengaswear.com/es/imgs/franjaNewsletter.jpg	(from https://lengaswear.com/es/)
18:17:08	77605/77605	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Feb%202020%2000:29:50%20GMT	https://lengaswear.com/es/imgs/fondoTestis.jpg	E:/My%20website/Juanfer/lengaswear.com/es/imgs/fondoTestis.jpg	(from https://lengaswear.com/es/)
18:17:08	5186/5186	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:17:07%20GMT	https://lengaswear.com/es/modalCorpo.php	E:/My%20website/Juanfer/lengaswear.com/es/modalCorpo.html	(from https://lengaswear.com/es/)
18:17:09	357/357	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Jun%202020%2023:24:04%20GMT	https://lengaswear.com/latam/imgs/favicon.png	E:/My%20website/Juanfer/lengaswear.com/latam/imgs/favicon.png	(from https://lengaswear.com/latam/)
18:17:09	15116/15116	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Jun%202020%2023:24:03%20GMT	https://lengaswear.com/latam/css/home.css	E:/My%20website/Juanfer/lengaswear.com/latam/css/home.css	(from https://lengaswear.com/latam/)
18:17:09	14716/14716	---M--	200	added ('OK')	text/css	date:Thu,%2011%20Jun%202020%2023:24:03%20GMT	https://lengaswear.com/latam/css/homeMobile.css?refrescate=1	E:/My%20website/Juanfer/lengaswear.com/latam/css/homeMobile6e12.css	(from https://lengaswear.com/latam/)
18:17:10	50500/50500	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:17:08%20GMT	https://lengaswear.com/latam/carrito	E:/My%20website/Juanfer/lengaswear.com/latam/carrito.html	(from https://lengaswear.com/latam/)
18:17:10	2242/2242	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Jun%202020%2023:24:04%20GMT	https://lengaswear.com/latam/imgs/divisor.png	E:/My%20website/Juanfer/lengaswear.com/latam/imgs/divisor.png	(from https://lengaswear.com/latam/)
18:17:10	1045/1045	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2011%20Jun%202020%2023:24:04%20GMT	https://lengaswear.com/latam/relojes/imgs/down-arrow.svg	E:/My%20website/Juanfer/lengaswear.com/latam/relojes/imgs/down-arrow.svg	(from https://lengaswear.com/latam/)
18:17:11	3238/3238	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2011%20Jun%202020%2023:24:04%20GMT	https://lengaswear.com/latam/imgs/gift.svg	E:/My%20website/Juanfer/lengaswear.com/latam/imgs/gift.svg	(from https://lengaswear.com/latam/)
18:17:11	37454/37454	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:17:10%20GMT	https://lengaswear.com/latam/relojes/quemanta	E:/My%20website/Juanfer/lengaswear.com/latam/relojes/quemanta.html	(from https://lengaswear.com/latam/)
18:17:12	42771/42771	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:17:10%20GMT	https://lengaswear.com/latam/relojes/tesh	E:/My%20website/Juanfer/lengaswear.com/latam/relojes/tesh.html	(from https://lengaswear.com/latam/)
18:17:12	37887/37887	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:17:11%20GMT	https://lengaswear.com/latam/relojes/jauke	E:/My%20website/Juanfer/lengaswear.com/latam/relojes/jauke.html	(from https://lengaswear.com/latam/)
18:17:12	43429/43429	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:17:11%20GMT	https://lengaswear.com/latam/relojes/mahai	E:/My%20website/Juanfer/lengaswear.com/latam/relojes/mahai.html	(from https://lengaswear.com/latam/)
18:17:13	156819/156819	---M--	200	added ('OK')	image/jpeg	date:Thu,%2011%20Jun%202020%2023:24:04%20GMT	https://lengaswear.com/latam/imgs/step1.jpg	E:/My%20website/Juanfer/lengaswear.com/latam/imgs/step1.jpg	(from https://lengaswear.com/latam/)
18:17:13	139258/139258	---M--	200	added ('OK')	image/jpeg	date:Thu,%2011%20Jun%202020%2023:24:04%20GMT	https://lengaswear.com/latam/imgs/step2.jpg	E:/My%20website/Juanfer/lengaswear.com/latam/imgs/step2.jpg	(from https://lengaswear.com/latam/)
18:17:14	88700/88700	---M--	200	added ('OK')	image/jpeg	date:Thu,%2011%20Jun%202020%2023:24:04%20GMT	https://lengaswear.com/latam/imgs/step3.jpg	E:/My%20website/Juanfer/lengaswear.com/latam/imgs/step3.jpg	(from https://lengaswear.com/latam/)
18:17:14	107773/107773	---M--	200	added ('OK')	image/jpeg	date:Thu,%2011%20Jun%202020%2023:24:04%20GMT	https://lengaswear.com/latam/imgs/step4.1.jpg	E:/My%20website/Juanfer/lengaswear.com/latam/imgs/step4.1.jpg	(from https://lengaswear.com/latam/)
18:17:14	118464/118464	---M--	200	added ('OK')	image/jpeg	date:Thu,%2011%20Jun%202020%2023:24:04%20GMT	https://lengaswear.com/latam/imgs/step5.1.jpg	E:/My%20website/Juanfer/lengaswear.com/latam/imgs/step5.1.jpg	(from https://lengaswear.com/latam/)
18:17:15	139017/139017	---M--	200	added ('OK')	image/jpeg	date:Thu,%2011%20Jun%202020%2023:24:04%20GMT	https://lengaswear.com/latam/imgs/step6.1.jpg	E:/My%20website/Juanfer/lengaswear.com/latam/imgs/step6.1.jpg	(from https://lengaswear.com/latam/)
18:17:15	1557/1557	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2011%20Jun%202020%2023:24:04%20GMT	https://lengaswear.com/latam/imgs/downArrow.svg	E:/My%20website/Juanfer/lengaswear.com/latam/imgs/downArrow.svg	(from https://lengaswear.com/latam/)
18:17:16	33938/33938	---M--	200	added ('OK')	image/jpeg	date:Thu,%2011%20Jun%202020%2023:24:04%20GMT	https://lengaswear.com/latam/imgs/franjaNewsletter.jpg	E:/My%20website/Juanfer/lengaswear.com/latam/imgs/franjaNewsletter.jpg	(from https://lengaswear.com/latam/)
18:17:16	77605/77605	---M--	200	added ('OK')	image/jpeg	date:Thu,%2011%20Jun%202020%2023:24:04%20GMT	https://lengaswear.com/latam/imgs/fondoTestis.jpg	E:/My%20website/Juanfer/lengaswear.com/latam/imgs/fondoTestis.jpg	(from https://lengaswear.com/latam/)
18:17:17	5186/5186	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Aug%202020%2023:17:15%20GMT	https://lengaswear.com/latam/modalCorpo.php	E:/My%20website/Juanfer/lengaswear.com/latam/modalCorpo.html	(from https://lengaswear.com/latam/)
18:17:17	21208/21208	---M--	200	added ('OK')	text/css	date:Tue,%2003%20Dec%202019%2023:00:21%20GMT	https://lengaswear.com/relojes/css/pagina-relojes-desktop.css?refrescate	E:/My%20website/Juanfer/lengaswear.com/relojes/css/pagina-relojes-desktop81ca.css	(from https://lengaswear.com/relojes/quemanta)
18:17:17	747/747	---M--	200	added ('OK')	text/css	date:Wed,%2030%20Oct%202019%2020:28:46%20GMT	https://lengaswear.com/relojes/css/lenga.css	E:/My%20website/Juanfer/lengaswear.com/relojes/css/lenga.css	(from https://lengaswear.com/relojes/quemanta)
18:17:18	19106/19106	---M--	200	added ('OK')	text/css	date:Fri,%2020%20Dec%202019%2000:24:45%20GMT	https://lengaswear.com/relojes/css/pagina-relojes-mobile.css?refrescate	E:/My%20website/Juanfer/lengaswear.com/relojes/css/pagina-relojes-mobile81ca.css	(from https://lengaswear.com/relojes/quemanta)
18:17:18	569/569	---M--	200	added ('OK')	text/css	date:Wed,%2030%20Oct%202019%2020:30:29%20GMT	https://lengaswear.com/relojes/css/lengaMob.css	E:/My%20website/Juanfer/lengaswear.com/relojes/css/lengaMob.css	(from https://lengaswear.com/relojes/quemanta)
18:17:19	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%225cca0c33-15851%22	https://code.jquery.com/jquery-3.4.1.min.js	E:/My%20website/Juanfer/code.jquery.com/jquery-3.4.1.min.js	(from https://lengaswear.com/relojes/quemanta)
18:17:19	115061/115061	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2019:59:33%20GMT	https://lengaswear.com/relojes/imgs/tapa-png.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/tapa-png.png	(from https://lengaswear.com/relojes/quemanta)
18:17:20	244423/244423	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2019:59:30%20GMT	https://lengaswear.com/relojes/imgs/reloj-lenga-png.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/reloj-lenga-png.png	(from https://lengaswear.com/relojes/quemanta)
18:17:21	56740/56740	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2019:59:12%20GMT	https://lengaswear.com/relojes/imgs/cristal-png.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/cristal-png.png	(from https://lengaswear.com/relojes/quemanta)
18:17:21	10953/10953	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2019:59:07%20GMT	https://lengaswear.com/relojes/imgs/textura-vidrio.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/textura-vidrio.png	(from https://lengaswear.com/relojes/quemanta)
18:17:21	43791/43791	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Nov%202019%2022:30:58%20GMT	https://lengaswear.com/relojes/imgs/mat-lenga.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/mat-lenga.png	(from https://lengaswear.com/relojes/quemanta)
18:17:21	10281/10281	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2019:59:35%20GMT	https://lengaswear.com/relojes/imgs/textura-aluminio.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/textura-aluminio.png	(from https://lengaswear.com/relojes/quemanta)
18:17:23	128682/128682	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Oct%202019%2020:08:07%20GMT	https://lengaswear.com/relojes/fotos/lenga-vetas.jpg	E:/My%20website/Juanfer/lengaswear.com/relojes/fotos/lenga-vetas.jpg	(from https://lengaswear.com/relojes/quemanta)
18:17:23	174612/174612	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2019:59:24%20GMT	https://lengaswear.com/relojes/imgs/ligero-lenga.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/ligero-lenga.png	(from https://lengaswear.com/relojes/quemanta)
18:17:24	485/485	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2017%20Oct%202019%2012:57:14%20GMT	https://lengaswear.com/relojes/imgs/plus.svg	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/plus.svg	(from https://lengaswear.com/relojes/quemanta)
18:17:24	969483/969483	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2021:35:07%20GMT	https://lengaswear.com/relojes/imgs/cuadrante-lenga.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/cuadrante-lenga.png	(from https://lengaswear.com/relojes/quemanta)
18:17:24	44134/44134	---M--	200	added ('OK')	image/jpeg	date:Wed,%2030%20Oct%202019%2019:59:31%20GMT	https://lengaswear.com/relojes/imgs/remache.jpg	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/remache.jpg	(from https://lengaswear.com/relojes/quemanta)
18:17:25	658028/658028	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2019:59:33%20GMT	https://lengaswear.com/relojes/imgs/tapa-aluminio.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/tapa-aluminio.png	(from https://lengaswear.com/relojes/quemanta)
18:17:26	86643/86643	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2007%20Nov%202019%2012:53:22%20GMT	https://lengaswear.com/relojes/imgs/sketch-reloj.svg	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/sketch-reloj.svg	(from https://lengaswear.com/relojes/quemanta)
18:17:26	555/555	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2017%20Oct%202019%2013:01:28%20GMT	https://lengaswear.com/relojes/imgs/star.svg	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/star.svg	(from https://lengaswear.com/relojes/quemanta)
18:17:26	605662/605662	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2019:59:11%20GMT	https://lengaswear.com/relojes/imgs/correas-lenga.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/correas-lenga.png	(from https://lengaswear.com/relojes/quemanta)
18:17:26	99749/99749	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2022:39:09%20GMT	https://lengaswear.com/relojes/imgs/packa-lenga.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/packa-lenga.png	(from https://lengaswear.com/relojes/quemanta)
18:17:27	758/758	---M--	200	added ('OK')	text/css	date:Fri,%2015%20Nov%202019%2001:45:24%20GMT	https://lengaswear.com/relojes/css/outOfMob.css	E:/My%20website/Juanfer/lengaswear.com/relojes/css/outOfMob.css	(from https://lengaswear.com/relojes/quemanta)
18:17:27	704/704	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jun%202019%2013:25:51%20GMT	https://lengaswear.com/imgs/cancel.png	E:/My%20website/Juanfer/lengaswear.com/imgs/cancel.png	(from https://lengaswear.com/relojes/quemanta)
18:17:27	256/256	---M--	200	added ('OK')	text/css	date:Fri,%2001%20Nov%202019%2023:15:04%20GMT	https://lengaswear.com/relojes/css/insta-style.css	E:/My%20website/Juanfer/lengaswear.com/relojes/css/insta-style.css	(from https://lengaswear.com/relojes/quemanta)
18:17:28	782/782	---M--	200	added ('OK')	text/css	date:Wed,%2030%20Oct%202019%2016:49:06%20GMT	https://lengaswear.com/relojes/css/guayubira.css	E:/My%20website/Juanfer/lengaswear.com/relojes/css/guayubira.css	(from https://lengaswear.com/relojes/tesh)
18:17:28	441/441	---M--	200	added ('OK')	text/css	date:Wed,%2030%20Oct%202019%2016:51:28%20GMT	https://lengaswear.com/relojes/css/guayubiraMob.css	E:/My%20website/Juanfer/lengaswear.com/relojes/css/guayubiraMob.css	(from https://lengaswear.com/relojes/tesh)
18:17:29	173076/173076	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2019:59:30%20GMT	https://lengaswear.com/relojes/imgs/reloj-guayubira-png.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/reloj-guayubira-png.png	(from https://lengaswear.com/relojes/tesh)
18:17:29	14842/14842	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2019:59:26%20GMT	https://lengaswear.com/relojes/imgs/mat-guayubira.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/mat-guayubira.png	(from https://lengaswear.com/relojes/tesh)
18:17:30	162643/162643	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2019:59:23%20GMT	https://lengaswear.com/relojes/imgs/ligero-guayubira.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/ligero-guayubira.png	(from https://lengaswear.com/relojes/tesh)
18:17:31	218962/218962	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Nov%202019%2022:37:11%20GMT	https://lengaswear.com/relojes/imgs/packa-guayubira.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/packa-guayubira.png	(from https://lengaswear.com/relojes/tesh)
18:17:32	754/754	---M--	200	added ('OK')	text/css	date:Tue,%2007%20Jan%202020%2014:00:06%20GMT	https://lengaswear.com/relojes/css/cancharana.css	E:/My%20website/Juanfer/lengaswear.com/relojes/css/cancharana.css	(from https://lengaswear.com/relojes/jauke)
18:17:32	527/527	---M--	200	added ('OK')	text/css	date:Tue,%2007%20Jan%202020%2014:00:21%20GMT	https://lengaswear.com/relojes/css/cancharanaMob.css	E:/My%20website/Juanfer/lengaswear.com/relojes/css/cancharanaMob.css	(from https://lengaswear.com/relojes/jauke)
18:17:32	129094/129094	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2019:59:28%20GMT	https://lengaswear.com/relojes/imgs/reloj-cancharana-png.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/reloj-cancharana-png.png	(from https://lengaswear.com/relojes/jauke)
18:17:33	36256/36256	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Nov%202019%2022:41:20%20GMT	https://lengaswear.com/relojes/imgs/mat-cancharana.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/mat-cancharana.png	(from https://lengaswear.com/relojes/jauke)
18:17:34	81348/81348	---M--	200	added ('OK')	image/jpeg	date:Tue,%2007%20Jan%202020%2013:56:19%20GMT	https://lengaswear.com/relojes/fotos/jauke-mano-compressor.jpg	E:/My%20website/Juanfer/lengaswear.com/relojes/fotos/jauke-mano-compressor.jpg	(from https://lengaswear.com/relojes/jauke)
18:17:35	588705/588705	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2019:59:09%20GMT	https://lengaswear.com/relojes/imgs/correas-guayubira.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/correas-guayubira.png	(from https://lengaswear.com/relojes/tesh)
18:17:35	414301/414301	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2021:44:26%20GMT	https://lengaswear.com/relojes/imgs/ligero-cancharana.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/ligero-cancharana.png	(from https://lengaswear.com/relojes/jauke)
18:17:36	558360/558360	---M--	200	added ('OK')	image/png	date:Wed,%2030%20Oct%202019%2019:59:08%20GMT	https://lengaswear.com/relojes/imgs/correas-cancharana.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/correas-cancharana.png	(from https://lengaswear.com/relojes/jauke)
18:17:37	424285/424285	---M--	200	added ('OK')	image/png	date:Thu,%2031%20Oct%202019%2000:14:36%20GMT	https://lengaswear.com/relojes/imgs/packa-cancharana.png	E:/My%20website/Juanfer/lengaswear.com/relojes/imgs/packa-cancharana.png	(from https://lengaswear.com/relojes/jauke)
